Date,open,high,low,close,volume
2025-03-03 00:00:00-05:00,589.2601945949107,590.4067643806418,573.1691862018861,576.9942626953125,74249200
2025-03-04 00:00:00-05:00,572.9814465763258,578.5955127414016,565.608011549554,570.1644897460938,109648200
2025-03-05 00:00:00-05:00,569.9964212260836,578.0913631561872,566.4283366011412,576.29248046875,71230500
2025-03-06 00:00:00-05:00,568.800429877349,573.4359958315716,563.5026574515875,566.0626220703125,80094900
2025-03-07 00:00:00-05:00,564.2736590980126,570.6883208259039,559.0648080255879,569.2353515625,81158800
2025-03-10 00:00:00-04:00,561.0021324297065,562.9294509409499,549.1414138289008,554.073486328125,99326600
2025-03-11 00:00:00-04:00,552.907117228081,557.473488465779,545.612771416854,549.4674682617188,88102100
2025-03-12 00:00:00-04:00,555.6449862636414,556.5740782812179,547.2634312637055,552.38330078125,69588200
2025-03-13 00:00:00-04:00,552.00772273254,552.6205217060727,543.2999808309211,545.019775390625,74079400
2025-03-14 00:00:00-04:00,549.655280917059,557.2857071377122,545.0889095501292,556.2775268554688,62660300
2025-03-17 00:00:00-04:00,556.2577597204585,563.097483760462,555.8228643209595,560.5671997070312,49008700
2025-03-18 00:00:00-04:00,558.2443952250169,558.4618730708418,552.5710286417288,554.50830078125,66041400
2025-03-19 00:00:00-04:00,556.2972851708735,564.3230320254004,555.1112014285828,560.54736328125,66556000
2025-03-20 00:00:00-04:00,556.7915499004863,563.9475069089323,556.0699818531248,558.9264526367188,62958200
2025-03-21 00:00:00-04:00,554.4514053360011,560.0129560782987,553.2121973894178,559.1107788085938,83763000
2025-03-24 00:00:00-04:00,565.8719462913679,570.1844265679264,565.2771506364932,569.1236572265625,58766800
2025-03-25 00:00:00-04:00,570.3331077369899,571.4335099767462,568.7370222712309,570.4917602539062,38355700
2025-03-26 00:00:00-04:00,570.2240858480267,571.3542581528293,562.293154038674,563.6810913085938,51848300
2025-03-27 00:00:00-04:00,562.2831944691987,565.971108987233,560.062543386952,562.18408203125,42164200
2025-03-28 00:00:00-04:00,560.6475137101825,561.3811152230641,550.2777985606353,550.8626708984375,71662700
2025-03-31 00:00:00-04:00,545.0829651282622,555.8690356187795,542.1484990140983,554.5604248046875,95328200
2025-04-01 00:00:00-04:00,552.6372621541935,558.0798545049701,548.8997911229003,556.1268310546875,54609600
2025-04-02 00:00:00-04:00,550.2579079318416,562.5211054527999,550.019989677278,559.6461791992188,76014500
2025-04-03 00:00:00-04:00,540.4037097995117,543.2390031081819,532.0663452148438,532.0663452148438,125986000
2025-04-04 00:00:00-04:00,519.1488461365848,521.3298644038904,500.69953122991006,500.9176330566406,217965100
2025-04-07 00:00:00-04:00,484.966562158496,518.6531751879934,477.64034947944,500.0254211425781,256611400
2025-04-08 00:00:00-04:00,517.3544574544211,520.4475157965463,484.93679417196097,492.193603515625,165816600
2025-04-09 00:00:00-04:00,489.17988772825765,543.8834838867188,488.7932402716448,543.8834838867188,241867300
2025-04-10 00:00:00-04:00,527.5754628052078,528.8939971161361,504.92276379554966,520.051025390625,162331200
2025-04-11 00:00:00-04:00,518.4945722506925,531.7986929533369,515.5799524923516,529.3302001953125,97866300
2025-04-14 00:00:00-04:00,539.3528832417228,539.580938661594,529.2508571038156,534.4654541015625,68034000
2025-04-15 00:00:00-04:00,535.0106570692674,538.5399188279399,532.175363851926,532.9684448242188,56892900
2025-04-16 00:00:00-04:00,527.0896882471153,533.2460954669957,515.7980102587055,521.1216430664062,83484800
2025-04-17 00:00:00-04:00,523.0845951885916,526.5840872057769,519.3867572764926,521.8651733398438,79868100
2025-04-21 00:00:00-04:00,516.6605060954281,517.1958826970866,504.070170487947,509.4433898925781,69368100
2025-04-22 00:00:00-04:00,515.6493363944684,524.7302260402327,514.7075262081219,522.6979370117188,75948100
2025-04-23 00:00:00-04:00,535.7641184612734,540.7209502963145,529.2706808590098,530.79736328125,90590700
2025-04-24 00:00:00-04:00,532.086138426331,542.7036942188355,530.8271442598516,541.9700927734375,64150400
2025-04-25 00:00:00-04:00,541.9305048307399,546.2924809922215,538.9960382976576,545.8860473632812,61119600
2025-04-28 00:00:00-04:00,546.6295538469604,548.770878725811,540.3145544882295,546.0941772460938,47613800
2025-04-29 00:00:00-04:00,544.1709145104755,550.6544896169489,543.8140371215516,549.5342407226562,47775100
2025-04-30 00:00:00-04:00,542.8425243498715,551.7152660165827,536.8447695388113,549.7523193359375,93101500
2025-05-01 00:00:00-04:00,555.5319968692943,559.2000647311057,553.0436574695955,553.6483764648438,63186100
2025-05-02 00:00:00-04:00,559.8543793028188,563.4728911995644,557.5246922514075,561.8668823242188,60717300
2025-05-05 00:00:00-04:00,557.7130106117388,561.7578025218996,556.850526672483,558.6448974609375,38659200
2025-05-06 00:00:00-04:00,553.1130409863903,558.486229861133,552.151444635027,553.9755249023438,48264700
2025-05-07 00:00:00-04:00,555.3139314189718,558.9522292842823,551.239369394788,556.3052978515625,55588000
2025-05-08 00:00:00-04:00,560.3598961984284,565.3861307660613,556.8504811637198,560.1814575195312,65130800
2025-05-09 00:00:00-04:00,561.5892516710271,562.6004648206437,557.9013974918248,559.4677734375,37603400
2025-05-12 00:00:00-04:00,576.4498296839446,577.9666494201874,572.0580835025086,577.9567260742188,78993600
2025-05-13 00:00:00-04:00,578.3730584556538,583.9941496422729,577.8080328415324,581.7734985351562,67947200
2025-05-14 00:00:00-04:00,582.7351003798474,583.8949821637985,580.4846792150129,582.5170288085938,66283500
2025-05-15 00:00:00-04:00,580.5045239452851,585.8677897044162,580.0484736048338,585.3622436523438,71268100
2025-05-16 00:00:00-04:00,586.1454032115668,589.3673441171694,584.1924403834937,589.0699462890625,76052100
2025-05-19 00:00:00-04:00,583.0225710566098,590.3983396880136,583.0225710566098,589.7142944335938,68168500
